Set,Exercise Name,Time,Rest,Reps,Weight,Volume,SessionStart,LocalDate,Sport,File,FileBytes
52,Exercise None,01:19.5,,,,,26/03/2025 2:28,26/03/2025,training,j.campton_321337007375.fit,86500
53,Exercise None,00:36.5,,5,45 kg,225 kg,26/03/2025 2:28,26/03/2025,training,j.campton_321337007375.fit,86500
54,Exercise None,01:40.5,,,,,26/03/2025 2:28,26/03/2025,training,j.campton_321337007375.fit,86500
55,Exercise None,00:32.6,,5,45 kg,225 kg,26/03/2025 2:28,26/03/2025,training,j.campton_321337007375.fit,86500
56,Exercise None,01:20.0,,,,,26/03/2025 2:28,26/03/2025,training,j.campton_321337007375.fit,86500
57,Exercise None,00:38.5,,5,45 kg,225 kg,26/03/2025 2:28,26/03/2025,training,j.campton_321337007375.fit,86500
58,Exercise None,00:13.1,,,,,26/03/2025 2:28,26/03/2025,training,j.campton_321337007375.fit,86500
1,Exercise None,00:27.5,,12,0 kg,0 kg,27/03/2025 4:39,27/03/2025,training,j.campton_321665252538.fit,16359
2,Exercise None,01:12.9,,,,,27/03/2025 4:39,27/03/2025,training,j.campton_321665252538.fit,16359
3,Exercise None,01:17.4,,12,30 kg,360 kg,27/03/2025 4:39,27/03/2025,training,j.campton_321665252538.fit,16359
4,Exercise None,01:09.7,,,,,27/03/2025 4:39,27/03/2025,training,j.campton_321665252538.fit,16359
5,Exercise None,00:41.6,,8,40 kg,320 kg,27/03/2025 4:39,27/03/2025,training,j.campton_321665252538.fit,16359
6,Exercise None,01:53.9,,,,,27/03/2025 4:39,27/03/2025,training,j.campton_321665252538.fit,16359
7,Exercise None,00:29.6,,4,50 kg,200 kg,27/03/2025 4:39,27/03/2025,training,j.campton_321665252538.fit,16359
8,Exercise None,01:13.1,,,,,27/03/2025 4:39,27/03/2025,training,j.campton_321665252538.fit,16359
9,Exercise None,00:28.6,,2,60 kg,120 kg,27/03/2025 4:39,27/03/2025,training,j.campton_321665252538.fit,16359
10,Exercise None,01:03.7,,,,,27/03/2025 4:39,27/03/2025,training,j.campton_321665252538.fit,16359
11,Exercise None,00:27.8,,2,60 kg,120 kg,27/03/2025 4:39,27/03/2025,training,j.campton_321665252538.fit,16359
12,Exercise None,00:59.0,,,,,27/03/2025 4:39,27/03/2025,training,j.campton_321665252538.fit,16359
13,Exercise None,00:32.0,,2,60 kg,120 kg,27/03/2025 4:39,27/03/2025,training,j.campton_321665252538.fit,16359
14,Exercise None,00:03.7,,,,,27/03/2025 4:39,27/03/2025,training,j.campton_321665252538.fit,16359
1,Exercise None,00:27.1,,12,0 kg,0 kg,28/03/2025 5:56,28/03/2025,training,j.campton_321665314811.fit,28627
2,Exercise None,00:34.4,,,,,28/03/2025 5:56,28/03/2025,training,j.campton_321665314811.fit,28627
3,Exercise None,00:50.8,,12,20 kg,240 kg,28/03/2025 5:56,28/03/2025,training,j.campton_321665314811.fit,28627
4,Exercise None,01:02.3,,,,,28/03/2025 5:56,28/03/2025,training,j.campton_321665314811.fit,28627
5,Exercise None,00:37.9,,8,27.5 kg,220 kg,28/03/2025 5:56,28/03/2025,training,j.campton_321665314811.fit,28627
6,Exercise None,01:02.1,,,,,28/03/2025 5:56,28/03/2025,training,j.campton_321665314811.fit,28627
7,Exercise None,00:31.5,,4,30 kg,120 kg,28/03/2025 5:56,28/03/2025,training,j.campton_321665314811.fit,28627
8,Exercise None,01:12.7,,,,,28/03/2025 5:56,28/03/2025,training,j.campton_321665314811.fit,28627
9,Exercise None,00:26.3,,2,37.5 kg,75 kg,28/03/2025 5:56,28/03/2025,training,j.campton_321665314811.fit,28627
10,Exercise None,01:10.4,,,,,28/03/2025 5:56,28/03/2025,training,j.campton_321665314811.fit,28627
11,Exercise None,00:25.9,,2,37.5 kg,75 kg,28/03/2025 5:56,28/03/2025,training,j.campton_321665314811.fit,28627
12,Exercise None,01:22.6,,,,,28/03/2025 5:56,28/03/2025,training,j.campton_321665314811.fit,28627
13,Exercise None,00:28.0,,2,37.5 kg,75 kg,28/03/2025 5:56,28/03/2025,training,j.campton_321665314811.fit,28627
14,Exercise None,02:14.7,,,,,28/03/2025 5:56,28/03/2025,training,j.campton_321665314811.fit,28627
15,Exercise None,01:01.9,,1,0 kg,0 kg,28/03/2025 5:56,28/03/2025,training,j.campton_321665314811.fit,28627
16,Exercise None,01:47.8,,,,,28/03/2025 5:56,28/03/2025,training,j.campton_321665314811.fit,28627
17,Exercise None,01:02.1,,1,0 kg,0 kg,28/03/2025 5:56,28/03/2025,training,j.campton_321665314811.fit,28627
18,Exercise None,01:04.8,,,,,28/03/2025 5:56,28/03/2025,training,j.campton_321665314811.fit,28627
19,Exercise None,00:48.4,,1,0 kg,0 kg,28/03/2025 5:56,28/03/2025,training,j.campton_321665314811.fit,28627
20,Exercise None,01:09.8,,,,,28/03/2025 5:56,28/03/2025,training,j.campton_321665314811.fit,28627
21,Exercise None,00:50.9,,1,0 kg,0 kg,28/03/2025 5:56,28/03/2025,training,j.campton_321665314811.fit,28627
22,Exercise None,01:02.6,,,,,28/03/2025 5:56,28/03/2025,training,j.campton_321665314811.fit,28627
23,Exercise None,00:50.5,,3,0 kg,0 kg,28/03/2025 5:56,28/03/2025,training,j.campton_321665314811.fit,28627
24,Exercise None,01:17.4,,,,,28/03/2025 5:56,28/03/2025,training,j.campton_321665314811.fit,28627
25,Exercise None,00:57.0,,3,0 kg,0 kg,28/03/2025 5:56,28/03/2025,training,j.campton_321665314811.fit,28627
26,Exercise None,00:51.7,,,,,28/03/2025 5:56,28/03/2025,training,j.campton_321665314811.fit,28627
27,Exercise None,00:59.1,,3,0 kg,0 kg,28/03/2025 5:56,28/03/2025,training,j.campton_321665314811.fit,28627
28,Exercise None,00:56.7,,,,,28/03/2025 5:56,28/03/2025,training,j.campton_321665314811.fit,28627
29,Exercise None,00:53.4,,1,0 kg,0 kg,28/03/2025 5:56,28/03/2025,training,j.campton_321665314811.fit,28627
30,Exercise None,00:34.7,,,,,28/03/2025 5:56,28/03/2025,training,j.campton_321665314811.fit,28627
31,Exercise None,00:36.2,,5,0 kg,0 kg,28/03/2025 5:56,28/03/2025,training,j.campton_321665314811.fit,28627
32,Exercise None,01:38.1,,,,,28/03/2025 5:56,28/03/2025,training,j.campton_321665314811.fit,28627
33,Exercise None,00:04.1,,5,0 kg,0 kg,28/03/2025 5:56,28/03/2025,training,j.campton_321665314811.fit,28627
34,Exercise None,00:51.5,,,,,28/03/2025 5:56,28/03/2025,training,j.campton_321665314811.fit,28627
35,Exercise None,00:40.8,,5,0 kg,0 kg,28/03/2025 5:56,28/03/2025,training,j.campton_321665314811.fit,28627
36,Exercise None,01:10.9,,,,,28/03/2025 5:56,28/03/2025,training,j.campton_321665314811.fit,28627
37,Exercise None,00:23.0,,1,0 kg,0 kg,28/03/2025 5:56,28/03/2025,training,j.campton_321665314811.fit,28627
38,Exercise None,00:38.0,,,,,28/03/2025 5:56,28/03/2025,training,j.campton_321665314811.fit,28627
39,Exercise None,00:20.5,,1,0 kg,0 kg,28/03/2025 5:56,28/03/2025,training,j.campton_321665314811.fit,28627
40,Exercise None,00:56.6,,,,,28/03/2025 5:56,28/03/2025,training,j.campton_321665314811.fit,28627
41,Exercise None,00:23.1,,1,0 kg,0 kg,28/03/2025 5:56,28/03/2025,training,j.campton_321665314811.fit,28627
42,Exercise None,00:20.7,,,,,28/03/2025 5:56,28/03/2025,training,j.campton_321665314811.fit,28627
43,Exercise None,01:02.8,,1,0 kg,0 kg,28/03/2025 5:56,28/03/2025,training,j.campton_321665314811.fit,28627
44,Exercise None,01:09.3,,,,,28/03/2025 5:56,28/03/2025,training,j.campton_321665314811.fit,28627
45,Exercise None,01:03.1,,1,0 kg,0 kg,28/03/2025 5:56,28/03/2025,training,j.campton_321665314811.fit,28627
46,Exercise None,01:14.7,,,,,28/03/2025 5:56,28/03/2025,training,j.campton_321665314811.fit,28627
47,Exercise None,01:02.7,,1,0 kg,0 kg,28/03/2025 5:56,28/03/2025,training,j.campton_321665314811.fit,28627
48,Exercise None,00:07.4,,,,,28/03/2025 5:56,28/03/2025,training,j.campton_321665314811.fit,28627
1,Exercise None,04:18.4,,1,0 kg,0 kg,29/03/2025 23:47,29/03/2025,training,j.campton_322066954267.fit,95366
2,Exercise None,00:11.0,,,,,29/03/2025 23:47,29/03/2025,training,j.campton_322066954267.fit,95366
3,Exercise None,00:21.9,,10,0 kg,0 kg,29/03/2025 23:47,29/03/2025,training,j.campton_322066954267.fit,95366
4,Exercise None,00:42.2,,,,,29/03/2025 23:47,29/03/2025,training,j.campton_322066954267.fit,95366
5,Exercise None,00:57.7,,12,40 kg,480 kg,29/03/2025 23:47,29/03/2025,training,j.campton_322066954267.fit,95366
6,Exercise None,01:17.5,,,,,29/03/2025 23:47,29/03/2025,training,j.campton_322066954267.fit,95366
7,Exercise None,00:41.1,,8,50 kg,400 kg,29/03/2025 23:47,29/03/2025,training,j.campton_322066954267.fit,95366
8,Exercise None,02:12.9,,,,,29/03/2025 23:47,29/03/2025,training,j.campton_322066954267.fit,95366
9,Exercise None,00:02.9,,4,67.5 kg,270 kg,29/03/2025 23:47,29/03/2025,training,j.campton_322066954267.fit,95366
10,Exercise None,01:34.5,,,,,29/03/2025 23:47,29/03/2025,training,j.campton_322066954267.fit,95366
11,Exercise None,00:38.3,,4,75 kg,300 kg,29/03/2025 23:47,29/03/2025,training,j.campton_322066954267.fit,95366
12,Exercise None,01:28.7,,,,,29/03/2025 23:47,29/03/2025,training,j.campton_322066954267.fit,95366
13,Exercise None,00:32.4,,4,75 kg,300 kg,29/03/2025 23:47,29/03/2025,training,j.campton_322066954267.fit,95366
14,Exercise None,01:46.0,,,,,29/03/2025 23:47,29/03/2025,training,j.campton_322066954267.fit,95366
15,Exercise None,00:35.2,,4,75 kg,300 kg,29/03/2025 23:47,29/03/2025,training,j.campton_322066954267.fit,95366
16,Exercise None,01:44.1,,,,,29/03/2025 23:47,29/03/2025,training,j.campton_322066954267.fit,95366
17,Exercise None,00:31.8,,4,75 kg,300 kg,29/03/2025 23:47,29/03/2025,training,j.campton_322066954267.fit,95366
18,Exercise None,01:49.0,,,,,29/03/2025 23:47,29/03/2025,training,j.campton_322066954267.fit,95366
19,Exercise None,00:33.4,,4,75 kg,300 kg,29/03/2025 23:47,29/03/2025,training,j.campton_322066954267.fit,95366
20,Exercise None,01:18.9,,,,,29/03/2025 23:47,29/03/2025,training,j.campton_322066954267.fit,95366
21,Exercise None,00:33.9,,4,75 kg,300 kg,29/03/2025 23:47,29/03/2025,training,j.campton_322066954267.fit,95366
22,Exercise None,01:28.5,,,,,29/03/2025 23:47,29/03/2025,training,j.campton_322066954267.fit,95366
23,Exercise None,00:33.0,,4,75 kg,300 kg,29/03/2025 23:47,29/03/2025,training,j.campton_322066954267.fit,95366
24,Exercise None,11:50.2,,,,,29/03/2025 23:47,29/03/2025,training,j.campton_322066954267.fit,95366
25,Exercise None,01:02.5,,3,75 kg,225 kg,29/03/2025 23:47,29/03/2025,training,j.campton_322066954267.fit,95366
26,Exercise None,02:20.1,,,,,29/03/2025 23:47,29/03/2025,training,j.campton_322066954267.fit,95366
27,Exercise None,00:53.7,,5,45 kg,225 kg,29/03/2025 23:47,29/03/2025,training,j.campton_322066954267.fit,95366
28,Exercise None,01:06.7,,,,,29/03/2025 23:47,29/03/2025,training,j.campton_322066954267.fit,95366
29,Exercise None,00:47.7,,5,45 kg,225 kg,29/03/2025 23:47,29/03/2025,training,j.campton_322066954267.fit,95366
30,Exercise None,01:03.7,,,,,29/03/2025 23:47,29/03/2025,training,j.campton_322066954267.fit,95366
31,Exercise None,00:56.6,,5,45 kg,225 kg,29/03/2025 23:47,29/03/2025,training,j.campton_322066954267.fit,95366
32,Exercise None,01:00.6,,,,,29/03/2025 23:47,29/03/2025,training,j.campton_322066954267.fit,95366
33,Exercise None,00:52.5,,5,45 kg,225 kg,29/03/2025 23:47,29/03/2025,training,j.campton_322066954267.fit,95366
34,Exercise None,01:03.8,,,,,29/03/2025 23:47,29/03/2025,training,j.campton_322066954267.fit,95366
35,Exercise None,00:53.8,,5,45 kg,225 kg,29/03/2025 23:47,29/03/2025,training,j.campton_322066954267.fit,95366
36,Exercise None,01:00.8,,,,,29/03/2025 23:47,29/03/2025,training,j.campton_322066954267.fit,95366
37,Exercise None,00:37.3,,5,45 kg,225 kg,29/03/2025 23:47,29/03/2025,training,j.campton_322066954267.fit,95366
38,Exercise None,01:03.0,,,,,29/03/2025 23:47,29/03/2025,training,j.campton_322066954267.fit,95366
39,Exercise None,00:33.1,,5,45 kg,225 kg,29/03/2025 23:47,29/03/2025,training,j.campton_322066954267.fit,95366
40,Exercise None,01:11.7,,,,,29/03/2025 23:47,29/03/2025,training,j.campton_322066954267.fit,95366
41,Exercise None,00:31.1,,5,45 kg,225 kg,29/03/2025 23:47,29/03/2025,training,j.campton_322066954267.fit,95366
42,Exercise None,01:11.2,,,,,29/03/2025 23:47,29/03/2025,training,j.campton_322066954267.fit,95366
43,Exercise None,00:34.5,,5,45 kg,225 kg,29/03/2025 23:47,29/03/2025,training,j.campton_322066954267.fit,95366
44,Exercise None,01:05.3,,,,,29/03/2025 23:47,29/03/2025,training,j.campton_322066954267.fit,95366
45,Exercise None,00:30.3,,5,45 kg,225 kg,29/03/2025 23:47,29/03/2025,training,j.campton_322066954267.fit,95366
46,Exercise None,01:38.4,,,,,29/03/2025 23:47,29/03/2025,training,j.campton_322066954267.fit,95366
47,Exercise None,00:44.0,,5,20 kg,100 kg,29/03/2025 23:47,29/03/2025,training,j.campton_322066954267.fit,95366
48,Exercise None,01:08.7,,,,,29/03/2025 23:47,29/03/2025,training,j.campton_322066954267.fit,95366
49,Exercise None,00:48.0,,5,20 kg,100 kg,29/03/2025 23:47,29/03/2025,training,j.campton_322066954267.fit,95366
50,Exercise None,01:05.7,,,,,29/03/2025 23:47,29/03/2025,training,j.campton_322066954267.fit,95366
51,Exercise None,00:43.3,,5,20 kg,100 kg,29/03/2025 23:47,29/03/2025,training,j.campton_322066954267.fit,95366
52,Exercise None,01:01.4,,,,,29/03/2025 23:47,29/03/2025,training,j.campton_322066954267.fit,95366
53,Exercise None,00:38.6,,5,20 kg,100 kg,29/03/2025 23:47,29/03/2025,training,j.campton_322066954267.fit,95366
54,Exercise None,01:14.1,,,,,29/03/2025 23:47,29/03/2025,training,j.campton_322066954267.fit,95366
55,Exercise None,00:37.9,,5,20 kg,100 kg,29/03/2025 23:47,29/03/2025,training,j.campton_322066954267.fit,95366
56,Exercise None,00:45.0,,,,,29/03/2025 23:47,29/03/2025,training,j.campton_322066954267.fit,95366
1,Exercise None,03:18.2,,1,0 kg,0 kg,31/03/2025 2:43,31/03/2025,training,j.campton_322341575737.fit,65859
2,Exercise None,00:06.0,,,,,31/03/2025 2:43,31/03/2025,training,j.campton_322341575737.fit,65859
3,Exercise None,00:20.6,,10,0 kg,0 kg,31/03/2025 2:43,31/03/2025,training,j.campton_322341575737.fit,65859
4,Exercise None,00:23.3,,,,,31/03/2025 2:43,31/03/2025,training,j.campton_322341575737.fit,65859
5,Exercise None,00:54.8,,12,20 kg,240 kg,31/03/2025 2:43,31/03/2025,training,j.campton_322341575737.fit,65859
6,Exercise None,01:14.8,,,,,31/03/2025 2:43,31/03/2025,training,j.campton_322341575737.fit,65859
7,Exercise None,00:42.6,,8,27.5 kg,220 kg,31/03/2025 2:43,31/03/2025,training,j.campton_322341575737.fit,65859
8,Exercise None,01:25.2,,,,,31/03/2025 2:43,31/03/2025,training,j.campton_322341575737.fit,65859
9,Exercise None,00:30.6,,4,32.5 kg,130 kg,31/03/2025 2:43,31/03/2025,training,j.campton_322341575737.fit,65859
10,Exercise None,00:51.5,,,,,31/03/2025 2:43,31/03/2025,training,j.campton_322341575737.fit,65859
11,Exercise None,00:27.2,,2,37.5 kg,75 kg,31/03/2025 2:43,31/03/2025,training,j.campton_322341575737.fit,65859
12,Exercise None,01:01.0,,,,,31/03/2025 2:43,31/03/2025,training,j.campton_322341575737.fit,65859
13,Exercise None,00:30.3,,2,37.5 kg,75 kg,31/03/2025 2:43,31/03/2025,training,j.campton_322341575737.fit,65859
14,Exercise None,00:57.8,,,,,31/03/2025 2:43,31/03/2025,training,j.campton_322341575737.fit,65859
15,Exercise None,00:28.6,,2,37.5 kg,75 kg,31/03/2025 2:43,31/03/2025,training,j.campton_322341575737.fit,65859
16,Exercise None,01:35.4,,,,,31/03/2025 2:43,31/03/2025,training,j.campton_322341575737.fit,65859
17,Exercise None,01:10.3,,3,0 kg,0 kg,31/03/2025 2:43,31/03/2025,training,j.campton_322341575737.fit,65859
18,Exercise None,01:24.0,,,,,31/03/2025 2:43,31/03/2025,training,j.campton_322341575737.fit,65859
19,Exercise None,00:51.2,,3,0 kg,0 kg,31/03/2025 2:43,31/03/2025,training,j.campton_322341575737.fit,65859
20,Exercise None,01:11.2,,,,,31/03/2025 2:43,31/03/2025,training,j.campton_322341575737.fit,65859
21,Exercise None,00:49.8,,3,0 kg,0 kg,31/03/2025 2:43,31/03/2025,training,j.campton_322341575737.fit,65859
22,Exercise None,01:29.4,,,,,31/03/2025 2:43,31/03/2025,training,j.campton_322341575737.fit,65859
23,Exercise None,00:41.0,,3,0 kg,0 kg,31/03/2025 2:43,31/03/2025,training,j.campton_322341575737.fit,65859
24,Exercise None,01:17.0,,,,,31/03/2025 2:43,31/03/2025,training,j.campton_322341575737.fit,65859
25,Exercise None,00:46.2,,3,0 kg,0 kg,31/03/2025 2:43,31/03/2025,training,j.campton_322341575737.fit,65859
26,Exercise None,01:24.0,,,,,31/03/2025 2:43,31/03/2025,training,j.campton_322341575737.fit,65859
27,Exercise None,01:07.6,,3,0 kg,0 kg,31/03/2025 2:43,31/03/2025,training,j.campton_322341575737.fit,65859
28,Exercise None,01:40.1,,,,,31/03/2025 2:43,31/03/2025,training,j.campton_322341575737.fit,65859
29,Exercise None,00:48.0,,4,0 kg,0 kg,31/03/2025 2:43,31/03/2025,training,j.campton_322341575737.fit,65859
30,Exercise None,01:01.4,,,,,31/03/2025 2:43,31/03/2025,training,j.campton_322341575737.fit,65859
31,Exercise None,00:29.1,,4,0 kg,0 kg,31/03/2025 2:43,31/03/2025,training,j.campton_322341575737.fit,65859
32,Exercise None,01:35.5,,,,,31/03/2025 2:43,31/03/2025,training,j.campton_322341575737.fit,65859
33,Exercise None,00:30.5,,4,0 kg,0 kg,31/03/2025 2:43,31/03/2025,training,j.campton_322341575737.fit,65859
34,Exercise None,01:38.1,,,,,31/03/2025 2:43,31/03/2025,training,j.campton_322341575737.fit,65859
35,Exercise None,00:34.2,,2,0 kg,0 kg,31/03/2025 2:43,31/03/2025,training,j.campton_322341575737.fit,65859
36,Exercise None,01:31.0,,,,,31/03/2025 2:43,31/03/2025,training,j.campton_322341575737.fit,65859
37,Exercise None,00:32.0,,1,0 kg,0 kg,31/03/2025 2:43,31/03/2025,training,j.campton_322341575737.fit,65859
38,Exercise None,01:34.7,,,,,31/03/2025 2:43,31/03/2025,training,j.campton_322341575737.fit,65859
39,Exercise None,00:33.1,,1,0 kg,0 kg,31/03/2025 2:43,31/03/2025,training,j.campton_322341575737.fit,65859
40,Exercise None,01:07.0,,,,,31/03/2025 2:43,31/03/2025,training,j.campton_322341575737.fit,65859
41,Exercise None,00:29.6,,4,0 kg,0 kg,31/03/2025 2:43,31/03/2025,training,j.campton_322341575737.fit,65859
42,Exercise None,01:05.1,,,,,31/03/2025 2:43,31/03/2025,training,j.campton_322341575737.fit,65859
43,Exercise None,00:36.8,,4,0 kg,0 kg,31/03/2025 2:43,31/03/2025,training,j.campton_322341575737.fit,65859
44,Exercise None,01:18.9,,,,,31/03/2025 2:43,31/03/2025,training,j.campton_322341575737.fit,65859
45,Exercise None,00:34.3,,4,0 kg,0 kg,31/03/2025 2:43,31/03/2025,training,j.campton_322341575737.fit,65859
46,Exercise None,00:03.8,,,,,31/03/2025 2:43,31/03/2025,training,j.campton_322341575737.fit,65859
1,Exercise None,02:44.9,,1,0 kg,0 kg,1/04/2025 3:46,1/04/2025,training,j.campton_322644703726.fit,76312
2,Exercise None,00:08.6,,,,,1/04/2025 3:46,1/04/2025,training,j.campton_322644703726.fit,76312
3,Exercise None,00:23.3,,10,0 kg,0 kg,1/04/2025 3:46,1/04/2025,training,j.campton_322644703726.fit,76312
4,Exercise None,00:53.9,,,,,1/04/2025 3:46,1/04/2025,training,j.campton_322644703726.fit,76312
5,Exercise None,00:48.8,,12,27.5 kg,330 kg,1/04/2025 3:46,1/04/2025,training,j.campton_322644703726.fit,76312
6,Exercise None,01:07.1,,,,,1/04/2025 3:46,1/04/2025,training,j.campton_322644703726.fit,76312
7,Exercise None,00:44.5,,8,32.5 kg,260 kg,1/04/2025 3:46,1/04/2025,training,j.campton_322644703726.fit,76312
8,Exercise None,00:53.1,,,,,1/04/2025 3:46,1/04/2025,training,j.campton_322644703726.fit,76312
9,Exercise None,00:33.0,,4,37.5 kg,150 kg,1/04/2025 3:46,1/04/2025,training,j.campton_322644703726.fit,76312
10,Exercise None,01:11.2,,,,,1/04/2025 3:46,1/04/2025,training,j.campton_322644703726.fit,76312
11,Exercise None,00:35.5,,2,42.5 kg,85 kg,1/04/2025 3:46,1/04/2025,training,j.campton_322644703726.fit,76312
12,Exercise None,01:09.8,,,,,1/04/2025 3:46,1/04/2025,training,j.campton_322644703726.fit,76312
13,Exercise None,00:28.7,,2,42.5 kg,85 kg,1/04/2025 3:46,1/04/2025,training,j.campton_322644703726.fit,76312
14,Exercise None,01:12.3,,,,,1/04/2025 3:46,1/04/2025,training,j.campton_322644703726.fit,76312
15,Exercise None,00:29.8,,2,42.5 kg,85 kg,1/04/2025 3:46,1/04/2025,training,j.campton_322644703726.fit,76312
16,Exercise None,02:50.3,,,,,1/04/2025 3:46,1/04/2025,training,j.campton_322644703726.fit,76312
17,Exercise None,00:55.8,,10,20 kg,200 kg,1/04/2025 3:46,1/04/2025,training,j.campton_322644703726.fit,76312
18,Exercise None,00:43.6,,,,,1/04/2025 3:46,1/04/2025,training,j.campton_322644703726.fit,76312
19,Exercise None,00:49.3,,10,20 kg,200 kg,1/04/2025 3:46,1/04/2025,training,j.campton_322644703726.fit,76312
20,Exercise None,00:41.2,,,,,1/04/2025 3:46,1/04/2025,training,j.campton_322644703726.fit,76312
21,Exercise None,00:47.9,,10,20 kg,200 kg,1/04/2025 3:46,1/04/2025,training,j.campton_322644703726.fit,76312
22,Exercise None,01:59.6,,,,,1/04/2025 3:46,1/04/2025,training,j.campton_322644703726.fit,76312
23,Exercise None,00:43.6,,5,45 kg,225 kg,1/04/2025 3:46,1/04/2025,training,j.campton_322644703726.fit,76312
24,Exercise None,00:58.4,,,,,1/04/2025 3:46,1/04/2025,training,j.campton_322644703726.fit,76312
25,Exercise None,00:38.9,,5,45 kg,225 kg,1/04/2025 3:46,1/04/2025,training,j.campton_322644703726.fit,76312
26,Exercise None,01:00.8,,,,,1/04/2025 3:46,1/04/2025,training,j.campton_322644703726.fit,76312
27,Exercise None,00:37.4,,5,45 kg,225 kg,1/04/2025 3:46,1/04/2025,training,j.campton_322644703726.fit,76312
